"participant","keep","condition","distribution","skew","generation","trajectory","converged","correct_mapping","produced_mapping","score","nbound","nbound_change","nlabel1","nlabel1_change","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","catsys","optu","optl","optr","optd","catchange"
"iU443318",1,"individual","uniform","no",2,"s7113",FALSE,"0,1,0,1,0,1,0,1,1,1","0,0,1,1,1,1,1,1,1,1",6,1,-6,2,-2,0,0,1,1,1,1,1,1,1,1,"0011111111",3,0,6,3,4
"iR983876",1,"individual","right","yes",2,"s5056",FALSE,"0,0,1,1,1,1,1,0,0,1","0,0,1,1,1,1,1,1,0,1",9,3,0,3,-1,0,0,1,1,1,1,1,1,0,1,"0011111101",2,4,3,3,1
"iR929851",1,"individual","right","yes",1,"s2867",FALSE,"1,1,0,0,1,0,1,0,1,0","1,1,1,1,0,1,0,0,0,1",3,4,-3,6,1,0,0,0,0,1,0,1,1,1,0,"0000101110",1,3,1,1,3
"iL701645",1,"individual","left","yes",1,"s6939",FALSE,"1,0,1,0,1,1,0,1,0,0","1,0,1,1,0,1,1,0,0,0",6,5,-2,5,0,0,1,0,0,1,0,0,1,1,1,"0100100111",0,3,5,3,6
"iU449692",1,"individual","uniform","no",1,"s1653",FALSE,"0,0,1,0,1,0,1,1,0,1","0,0,0,0,0,0,1,1,0,1",8,3,-4,7,2,0,0,0,0,0,0,1,1,0,1,"0000001101",2,4,2,2,2
"cL215205",1,"culture","left","yes",2,"s4300",TRUE,"1,1,0,0,0,0,0,0,0,0","1,1,0,0,0,0,0,0,0,0",10,1,0,2,0,0,0,1,1,1,1,1,1,1,1,"0011111111",3,0,6,0,0
"cR427775",1,"culture","right","yes",1,"s1800",FALSE,"1,1,1,0,1,0,0,1,0,0","1,1,1,1,1,0,0,0,0,0",8,1,-4,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,3,8
"cL665683",1,"culture","left","yes",1,"s3200",FALSE,"0,0,1,0,1,1,1,0,1,0","0,0,0,1,1,1,1,1,1,1",6,1,-5,3,-2,0,0,0,1,1,1,1,1,1,1,"0001111111",2,1,5,1,4
"iU310044",1,"individual","uniform","no",2,"s7136",FALSE,"0,1,1,1,0,0,0,1,1,1","0,1,1,1,1,0,0,0,1,1",8,3,0,4,0,0,1,1,1,1,0,0,0,1,1,"0111100011",1,2,4,1,2
"iR920068",1,"individual","right","yes",1,"s2390",FALSE,"0,1,1,0,0,1,1,0,0,1","1,1,1,1,0,0,0,0,0,1",6,2,-3,5,0,0,0,0,0,1,1,1,1,1,0,"0000111110",0,8,2,2,6
"cR230349",1,"culture","right","yes",1,"s2500",FALSE,"1,1,0,0,1,1,0,1,0,0","1,1,1,1,0,0,0,0,0,0",5,1,-4,4,-1,0,0,0,0,1,1,1,1,1,1,"0000111111",1,2,4,4,5
"cR917301",1,"culture","right","yes",1,"s2100",FALSE,"1,1,0,0,1,1,0,1,0,0","1,1,0,1,1,1,0,0,0,0",8,3,-2,5,0,0,0,1,0,0,0,1,1,1,1,"0010001111",0,2,4,4,8
"iU308968",0,"individual","uniform","no",2,"s2643",FALSE,"0,1,0,1,0,1,1,0,1,0","1,0,0,0,1,1,1,1,0,1",3,4,-4,6,1,1,0,0,0,1,1,1,1,0,1,"1000111101",1,4,5,1,7
"iR763032",0,"individual","right","yes",1,"s5139",FALSE,"1,0,0,1,0,0,1,1,1,0","1,1,1,0,0,0,1,0,1,1",5,4,-1,6,1,1,1,1,0,0,0,1,0,1,1,"1110001011",1,5,5,5,5
"iL926447",1,"individual","left","yes",1,"s5895",FALSE,"0,1,0,0,0,1,1,0,1,1","0,0,0,1,1,0,0,0,0,1",4,3,-2,7,2,0,0,0,1,1,0,0,0,0,1,"0001100001",2,5,1,5,6
"cU997065",1,"culture","uniform","no",2,"s1100",FALSE,"1,1,1,1,0,0,0,0,1,1","1,1,1,0,0,0,1,1,1,1",7,2,0,7,1,0,0,0,1,1,1,0,0,0,0,"0001110000",2,4,6,2,3
"iU460793",1,"individual","uniform","no",1,"s9390",FALSE,"0,1,0,0,1,1,1,0,1,0","0,1,1,0,1,1,1,1,1,0",8,4,-2,3,-2,0,1,1,0,1,1,1,1,1,0,"0110111110",2,1,2,2,2
"iU898134",1,"individual","uniform","no",4,"s6822",FALSE,"0,1,1,0,1,1,0,0,0,0","0,1,1,1,0,0,1,0,0,0",6,4,0,6,0,0,1,1,1,0,0,1,0,0,0,"0111001000",1,1,3,1,4
"cU614237",1,"culture","uniform","no",1,"s500",FALSE,"0,1,1,0,0,0,1,0,1,1","0,1,1,0,1,1,0,0,0,1",6,5,0,5,0,1,0,0,1,0,0,1,1,1,0,"1001001110",0,8,5,0,6
"iR716593",1,"individual","right","yes",1,"s3691",FALSE,"1,1,0,0,0,0,1,1,1,0","1,0,1,0,0,0,1,1,1,0",8,5,2,5,0,0,1,0,1,1,1,0,0,0,1,"0101110001",0,2,2,2,8
"cU448549",1,"culture","uniform","no",2,"s500",FALSE,"0,1,1,0,1,1,0,0,0,1","0,1,1,0,1,1,1,0,0,0",8,4,-1,5,0,1,0,0,1,0,0,0,1,1,1,"1001000111",0,6,4,0,2
"cU793977",1,"culture","uniform","no",1,"s100",FALSE,"0,1,0,0,1,1,1,1,0,0","0,0,0,0,1,1,1,0,0,0",8,2,-2,7,2,0,0,0,0,1,1,1,0,0,0,"0000111000",2,6,4,2,2
"iL373860",0,"individual","left","yes",4,"s9879",FALSE,"0,1,0,1,0,0,1,1,1,0","1,1,0,0,0,0,1,1,1,0",8,3,-3,5,0,1,1,0,0,0,0,1,1,1,0,"1100001110",0,4,6,4,2
"iL768200",1,"individual","left","yes",1,"s5095",FALSE,"0,0,0,0,1,1,0,1,1,1","0,0,0,0,0,1,1,1,1,1",8,1,-2,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,3,2
"iR763032",0,"individual","right","yes",8,"s5139",FALSE,"1,0,1,0,1,1,1,1,1,0","0,1,0,1,0,1,1,0,0,1",2,7,2,5,-2,0,1,0,1,0,1,1,0,0,1,"0101011001",0,3,1,1,8
"iU103436",1,"individual","uniform","no",5,"s4594",FALSE,"0,0,0,0,0,0,0,1,1,1","0,0,0,0,0,0,0,0,1,1",9,1,0,8,1,0,0,0,0,0,0,0,0,1,1,"0000000011",3,6,0,3,1
"cL750207",0,"culture","left","yes",3,"s4400",FALSE,"1,1,0,0,0,0,0,0,1,1","1,1,0,0,0,0,0,1,1,1",9,2,0,5,1,0,0,1,1,1,1,1,0,0,0,"0011111000",0,4,6,4,1
"iL926447",1,"individual","left","yes",2,"s5895",FALSE,"0,0,0,1,1,0,0,0,0,1","0,0,0,0,1,1,0,0,0,1",8,3,0,7,0,0,0,0,0,1,1,0,0,0,1,"0000110001",2,6,1,6,2
"cL744105",1,"culture","left","yes",5,"s3600",TRUE,"1,1,1,1,1,0,0,0,0,0","1,1,1,1,1,0,0,0,0,0",10,1,0,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,3,0
"iL187222",1,"individual","left","yes",1,"s3696",FALSE,"1,0,0,0,1,0,1,0,1,1","1,1,0,0,0,0,0,0,1,1",7,2,-4,4,-1,0,0,1,1,1,1,1,1,0,0,"0011111100",1,5,5,5,7
"iL730742",1,"individual","left","yes",2,"s6968",FALSE,"0,0,1,1,1,1,1,1,1,0","0,1,1,1,1,1,1,1,0,0",8,2,0,3,0,0,1,1,1,1,1,1,1,0,0,"0111111100",2,4,6,4,2
"iU201298",1,"individual","uniform","no",1,"s8107",FALSE,"0,0,0,1,1,1,0,0,1,1","0,0,0,0,0,1,1,1,1,1",6,1,-2,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,0,4
"cU134760",1,"culture","uniform","no",1,"s700",FALSE,"1,1,1,1,0,0,0,0,0,1","1,1,1,1,0,0,0,0,0,0",9,1,-1,4,-1,0,0,0,0,1,1,1,1,1,1,"0000111111",1,2,4,1,9
"iL286525",1,"individual","left","yes",2,"s3958",FALSE,"0,1,1,1,0,1,0,1,0,0","0,0,1,0,1,1,1,1,1,0",5,4,-2,4,-1,0,0,1,0,1,1,1,1,1,0,"0010111110",1,2,2,2,5
"iR432012",0,"individual","right","yes",3,"s4870",FALSE,"0,1,0,0,1,0,0,1,0,0","0,1,1,0,0,0,1,1,0,0",7,4,-2,6,-1,0,1,1,0,0,0,1,1,0,0,"0110001100",1,2,5,5,3
"cR710671",1,"culture","right","yes",1,"s2000",FALSE,"0,0,1,0,0,1,1,1,1,0","0,0,0,0,0,0,0,1,1,0",7,2,-2,8,3,0,0,0,0,0,0,0,1,1,0,"0000000110",3,5,1,1,3
"iL373860",0,"individual","left","yes",3,"s9879",FALSE,"0,1,0,0,0,1,0,1,1,0","0,1,0,1,0,0,1,1,1,0",7,6,0,5,-1,0,1,0,1,0,0,1,1,1,0,"0101001110",0,4,2,4,3
"cR724896",1,"culture","right","yes",4,"s1800",TRUE,"1,1,1,1,1,0,0,0,0,0","1,1,1,1,1,0,0,0,0,0",10,1,0,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,3,0
"iL586478",1,"individual","left","yes",1,"s3729",FALSE,"1,0,0,1,0,0,0,1,1,1","1,1,0,0,0,0,0,0,1,1",7,2,-2,4,-1,0,0,1,1,1,1,1,1,0,0,"0011111100",1,5,5,5,7
"iL701645",1,"individual","left","yes",5,"s6939",TRUE,"1,0,1,1,1,1,0,0,0,0","1,0,1,1,1,1,0,0,0,0",10,3,0,5,0,0,1,0,0,0,0,1,1,1,1,"0100001111",0,2,4,2,0
"iR716593",1,"individual","right","yes",4,"s3691",TRUE,"1,0,1,1,1,1,1,1,1,0","1,0,1,1,1,1,1,1,1,0",10,3,0,8,0,0,1,0,0,0,0,0,0,0,1,"0100000001",3,4,3,3,0
"iR878290",1,"individual","right","yes",2,"s2708",TRUE,"1,1,1,1,1,1,1,0,0,0","1,1,1,1,1,1,1,0,0,0",10,1,0,7,0,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,1,0
"iR925144",0,"individual","right","yes",6,"s3416",FALSE,"1,1,0,1,1,0,1,0,0,0","1,1,0,1,0,1,0,0,0,0",7,5,0,4,-1,1,1,0,1,0,1,0,0,0,0,"1101010000",1,3,3,3,3
"cL907094",1,"culture","left","yes",4,"s4000",FALSE,"1,1,1,0,0,0,0,0,0,0","1,1,1,1,0,0,0,0,0,0",9,1,0,4,1,0,0,0,0,1,1,1,1,1,1,"0000111111",1,2,4,2,1
"cU472208",1,"culture","uniform","no",3,"s700",TRUE,"1,1,1,0,0,0,0,0,0,0","1,1,1,0,0,0,0,0,0,0",10,1,0,3,0,0,0,0,1,1,1,1,1,1,1,"0001111111",2,1,5,2,0
"iL977317",1,"individual","left","yes",3,"s4479",FALSE,"1,1,1,1,1,1,0,0,0,0","1,1,1,1,1,1,0,1,0,0",9,3,2,7,1,0,0,0,0,0,0,1,0,1,1,"0000001011",2,4,2,4,1
"cR575229",1,"culture","right","yes",2,"s3000",FALSE,"1,0,0,0,1,0,0,1,0,1","0,0,0,0,0,0,0,0,0,1",7,1,-5,9,5,0,0,0,0,0,0,0,0,0,1,"0000000001",4,7,1,1,3
"cU418491",0,"culture","uniform","no",3,"s900",FALSE,"1,1,1,1,1,0,0,0,1,1","1,0,0,1,1,1,1,1,1,1",5,2,0,8,1,1,0,0,1,1,1,1,1,1,1,"1001111111",3,9,5,3,5
"iR793061",1,"individual","right","yes",3,"s8799",FALSE,"0,0,1,1,1,1,1,1,1,1","0,1,1,1,1,1,1,1,1,1",9,1,0,1,-1,0,1,1,1,1,1,1,1,1,1,"0111111111",4,1,7,7,1
"cU468913",1,"culture","uniform","no",4,"s600",FALSE,"0,0,0,0,1,1,1,0,0,1","0,0,0,0,0,0,1,1,1,1",6,1,-2,6,0,0,0,0,0,0,0,1,1,1,1,"0000001111",1,4,2,1,4
"iU413460",1,"individual","uniform","no",3,"s7581",FALSE,"1,1,1,1,1,1,1,0,0,0","1,1,1,1,1,1,1,1,0,0",9,1,0,8,1,0,0,0,0,0,0,0,0,1,1,"0000000011",3,6,0,3,1
"iL242076",0,"individual","left","yes",8,"s9394",FALSE,"0,0,1,1,0,1,0,0,0,1","0,0,0,1,1,0,1,0,0,1",6,5,0,6,0,0,0,0,1,1,0,1,0,0,1,"0001101001",1,4,2,4,4
"iU103436",1,"individual","uniform","no",2,"s4594",FALSE,"0,0,1,0,1,1,0,1,0,1","0,0,0,0,1,1,1,0,1,1",6,3,-4,5,0,0,0,0,0,1,1,1,0,1,1,"0000111011",0,4,2,0,4
"iL397196",1,"individual","left","yes",5,"s3399",FALSE,"0,0,0,0,0,0,0,0,1,1","0,0,0,0,0,0,0,1,1,1",9,1,0,7,-1,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,5,1
"iR763032",0,"individual","right","yes",2,"s5139",FALSE,"1,1,1,0,0,0,1,0,1,1","1,1,1,1,0,0,1,0,1,1",9,4,0,7,1,1,1,1,1,0,0,1,0,1,1,"1111001011",2,4,4,4,1
"iR920068",1,"individual","right","yes",2,"s2390",FALSE,"1,1,1,1,0,0,0,0,0,1","1,1,0,0,0,0,0,0,0,1",8,2,0,3,-2,0,0,1,1,1,1,1,1,1,0,"0011111110",2,6,4,4,2
"iU600365",1,"individual","uniform","no",3,"s7925",FALSE,"1,1,1,0,1,1,0,0,0,1","1,1,1,1,0,0,0,0,0,1",7,2,-2,5,-1,0,0,0,0,1,1,1,1,1,0,"0000111110",0,8,2,0,3
"iL768200",1,"individual","left","yes",4,"s5095",TRUE,"0,0,0,0,0,0,0,1,1,1","0,0,0,0,0,0,0,1,1,1",10,1,0,7,0,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,5,0
"cU997621",0,"culture","uniform","no",4,"s1200",FALSE,"0,1,1,1,1,1,0,0,0,1","1,0,1,0,1,0,1,1,0,1",4,8,5,6,2,0,1,0,1,0,1,0,0,1,0,"0101010010",1,5,1,1,6
"iR713831",1,"individual","right","yes",4,"s8056",TRUE,"1,1,0,0,0,0,0,0,1,0","1,1,0,0,0,0,0,0,1,0",10,3,0,3,0,0,0,1,1,1,1,1,1,0,1,"0011111101",2,4,3,3,0
"cL218628",0,"culture","left","yes",9,"s3700",FALSE,"1,1,1,0,1,0,0,0,0,0","1,1,0,0,0,0,0,0,0,0",8,1,-2,2,-2,0,0,1,1,1,1,1,1,1,1,"0011111111",3,0,6,0,2
"cU526914",1,"culture","uniform","no",6,"s100",TRUE,"0,0,0,0,0,0,0,0,0,1","0,0,0,0,0,0,0,0,0,1",10,1,0,9,0,0,0,0,0,0,0,0,0,0,1,"0000000001",4,7,1,4,0
"iL436017",1,"individual","left","yes",2,"s1519",TRUE,"0,0,0,0,1,1,1,1,0,0","0,0,0,0,1,1,1,1,0,0",10,2,0,6,0,0,0,0,0,1,1,1,1,0,0,"0000111100",1,7,3,7,0
"iL977317",1,"individual","left","yes",4,"s4479",FALSE,"1,1,1,1,1,1,0,1,0,0","1,1,1,1,1,1,1,1,0,0",9,1,-2,8,1,0,0,0,0,0,0,0,0,1,1,"0000000011",3,6,0,6,1
"iU630641",1,"individual","uniform","no",6,"s8812",TRUE,"0,0,0,0,0,0,0,1,1,1","0,0,0,0,0,0,0,1,1,1",10,1,0,7,0,0,0,0,0,0,0,0,1,1,1,"0000000111",2,5,1,2,0
"iL382728",1,"individual","left","yes",2,"s9129",TRUE,"1,1,1,1,1,0,0,0,1,0","1,1,1,1,1,0,0,0,1,0",10,3,0,6,0,0,0,0,0,0,1,1,1,0,1,"0000011101",1,3,1,3,0
"iL148104",1,"individual","left","yes",2,"s3166",FALSE,"1,0,0,0,0,0,1,1,1,1","1,0,0,0,0,0,1,0,1,1",9,4,2,4,-1,0,1,1,1,1,1,0,1,0,0,"0111110100",1,2,2,2,1
"iU338909",0,"individual","uniform","no",5,"s3713",FALSE,"1,0,0,0,1,0,0,1,1,1","1,0,1,1,0,0,0,0,1,1",6,4,0,5,0,1,0,1,1,0,0,0,0,1,1,"1011000011",0,6,5,0,4
"iL173364",1,"individual","left","yes",8,"s3971",TRUE,"1,1,1,1,1,0,0,0,0,0","1,1,1,1,1,0,0,0,0,0",10,1,0,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,3,0
"cU462744",1,"culture","uniform","no",7,"s200",FALSE,"0,0,0,0,0,0,0,1,1,1","0,0,0,0,0,0,0,0,1,1",9,1,0,8,1,0,0,0,0,0,0,0,0,1,1,"0000000011",3,6,0,3,1
"iL926447",1,"individual","left","yes",5,"s5895",FALSE,"0,0,0,0,1,1,1,1,0,1","0,0,0,0,0,1,1,1,0,1",9,3,0,6,1,0,0,0,0,0,1,1,1,0,1,"0000011101",1,3,1,3,1
"iR925144",0,"individual","right","yes",7,"s3416",FALSE,"1,1,0,1,0,1,0,0,0,0","1,0,1,1,0,0,1,0,0,0",6,5,0,4,0,1,0,1,1,0,0,1,0,0,0,"1011001000",1,5,2,2,4
"cL922052",1,"culture","left","yes",4,"s3600",FALSE,"1,1,1,0,0,0,0,0,1,1","1,1,1,1,1,0,0,0,0,0",6,1,-1,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,3,4
