"participant","keep","condition","distribution","skew","generation","trajectory","converged","correct_mapping","produced_mapping","score","nbound","nbound_change","nlabel1","nlabel1_change","s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","catsys","optu","optl","optr","optd","catchange"
"iL373860",0,"individual","left","yes",2,"s9879",FALSE,"0,0,1,1,1,1,0,1,0,0","0,1,0,0,0,1,0,1,1,0",5,6,2,6,1,0,1,0,0,0,1,0,1,1,0,"0100010110",1,2,2,2,5
"iU338909",0,"individual","uniform","no",4,"s3713",FALSE,"1,0,1,0,0,1,1,1,1,1","1,0,0,0,1,0,0,1,1,1",6,4,0,5,-2,1,0,0,0,1,0,0,1,1,1,"1000100111",0,6,4,0,4
"iR372838",0,"individual","right","yes",6,"s5335",FALSE,"0,1,0,0,0,1,1,1,1,1","1,1,0,0,0,1,1,1,1,1",9,2,-1,7,3,1,1,0,0,0,1,1,1,1,1,"1100011111",2,8,4,4,1
"iR432012",0,"individual","right","yes",4,"s4870",FALSE,"0,1,1,0,0,0,1,1,0,0","0,1,1,1,0,0,1,1,1,0",8,4,0,4,-2,0,1,1,1,0,0,1,1,1,0,"0111001110",1,3,3,3,2
"iR372838",0,"individual","right","yes",7,"s5335",FALSE,"1,1,0,0,0,1,1,1,1,1","1,0,0,0,0,0,1,1,1,1",8,2,0,5,-2,1,0,0,0,0,0,1,1,1,1,"1000001111",0,8,2,2,2
"cL387531",0,"culture","left","yes",2,"s3700",FALSE,"0,1,1,1,1,1,1,1,0,0","0,1,1,1,1,1,1,0,0,0",9,2,0,4,1,1,0,0,0,0,0,0,1,1,1,"1000000111",1,7,3,7,1
"iR763032",0,"individual","right","yes",7,"s5139",FALSE,"1,0,1,1,1,0,1,1,1,0","1,0,1,0,1,1,1,1,1,0",8,5,0,7,0,1,0,1,0,1,1,1,1,1,0,"1010111110",2,5,7,7,2
"iR925144",0,"individual","right","yes",5,"s3416",FALSE,"1,0,0,1,0,1,1,1,0,0","1,1,0,1,1,0,1,0,0,0",6,5,0,5,0,1,1,0,1,1,0,1,0,0,0,"1101101000",0,5,5,5,4
"cL439356",0,"culture","left","yes",2,"s4400",FALSE,"1,1,0,0,0,0,0,1,1,1","1,1,0,0,0,0,0,0,1,1",9,2,0,4,-1,0,0,1,1,1,1,1,1,0,0,"0011111100",1,5,5,5,1
"iR925144",0,"individual","right","yes",8,"s3416",FALSE,"1,0,1,1,0,0,1,0,0,0","1,0,1,0,0,1,0,0,0,0",7,5,0,3,-1,1,0,1,0,0,1,0,0,0,0,"1010010000",2,4,4,4,3
"cL226361",0,"culture","left","yes",3,"s3700",FALSE,"0,1,1,1,1,1,1,0,0,0","0,1,1,1,1,1,0,0,0,0",9,2,0,5,1,1,0,0,0,0,0,1,1,1,1,"1000001111",0,8,2,8,1
"cU204424",0,"culture","uniform","no",5,"s1200",FALSE,"1,0,1,0,1,0,1,1,0,1","1,0,1,0,1,0,1,1,0,0",9,7,-1,5,-1,0,1,0,1,0,1,0,0,1,1,"0101010011",0,3,1,0,1
"iL242076",0,"individual","left","yes",2,"s9394",FALSE,"0,0,1,1,0,1,1,0,0,1","0,0,1,0,0,0,1,1,0,1",7,5,0,6,1,0,0,1,0,0,0,1,1,0,1,"0010001101",1,4,2,4,3
"iL242076",0,"individual","left","yes",5,"s9394",FALSE,"0,0,1,1,0,0,0,1,0,1","0,0,0,1,0,0,0,1,0,1",9,5,0,7,1,0,0,0,1,0,0,0,1,0,1,"0001000101",2,4,3,4,1
"cL391286",0,"culture","left","yes",4,"s4400",FALSE,"1,1,0,0,0,0,0,1,1,1","1,1,0,0,0,0,0,0,1,1",9,2,0,4,-1,0,0,1,1,1,1,1,1,0,0,"0011111100",1,5,5,5,1
"cL995579",0,"culture","left","yes",4,"s3700",FALSE,"0,1,1,1,1,1,0,0,0,0","0,1,1,1,1,1,1,0,0,0",9,2,0,4,-1,1,0,0,0,0,0,0,1,1,1,"1000000111",1,7,3,7,1
"iL308010",0,"individual","left","yes",2,"s1832",FALSE,"0,1,1,1,0,1,0,0,0,0","0,1,1,1,1,1,0,1,0,0",8,4,0,4,-2,0,1,1,1,1,1,0,1,0,0,"0111110100",1,2,2,2,2
"iR415143",0,"individual","right","yes",1,"s6813",FALSE,"0,0,0,1,1,1,1,0,0,1","0,0,0,0,0,1,1,1,1,1",6,1,-2,5,0,0,0,0,0,0,1,1,1,1,1,"0000011111",0,3,3,3,4
"iR643497",0,"individual","right","yes",5,"s1123",FALSE,"1,1,1,0,1,0,1,0,1,0","0,0,0,0,1,0,0,1,1,1",4,3,-4,6,0,0,0,0,0,1,0,0,1,1,1,"0000100111",1,4,4,4,6
